sentence,relation,head,head_offset,tail,tail_offset
“直播日照”移动客户端是日照广播电视（集团）台倾力打造的以新闻资讯、生活服务为一体的城市移动应用终端，以日照广播电视台优质内容资源为依托，集新闻性、服务性于一体，为广大市民提供权威、便捷、高效的服务。,开发者,直播日照,1,日照广播电视（集团）台,12
四川献血是一款专门为无偿献血者提供服务的公益性质的App。~通过这款App，献血者不仅能够进行结果查询、献血预约、献血记录(足迹)，还能发布献血体验图文、参与爱聊互动等，旨在架起血站与献血者之间沟通、宣传、互动、服务的桥梁，提高献血者荣誉感，从而促进无偿事业的发展。~,交互模式,四川献血,0,传、互动、,101
今日必看是一款受大众喜爱的阅读手机应用APP，学生、宝妈、白领都在用。~√超过100万大学生、宝妈、白领的必看选择√海量文章每日更新，让您轻松找到自己想要的优质文章√邀请好友来注册，一起玩转今日必看。~在这个用信息资讯迅速发展的潮流中，今日必看用自己的优势让你再也不用单纯只看新闻，因为花同样的时间，能让你能得到更多。~---联系我们---在线客服：QQ:3546425177,用户数量,今日必看,0,00万大,40
依依钻石（中国），专业的珠宝销售管理手机应用。~能够让客户随时随地的下单，查看订单，查看石头价格；也能够让您的团队方便管理订单，出货单。~简单便捷的裸钻搜索设计，详细的石头资料，快速的证书链接，让您的购物轻松愉快。~,总部,依依钻石,0,（中国）,4
校转跑腿-寻人互助，便捷校园校转跑腿专注于本地校园互助服务！在校转跑腿，你可以发布自己的需求（找人跑腿，找人帮忙...）来寻找本校的同学帮助！也可以发布自己的技能（跑腿，书写，制图，拍摄...）让本校同学找你下单，帮助别人同时可以获得收入！即可找人帮忙，也可接单！上课路上，吃饭路上，回宿舍路上，顺路接单赚取收入，自由支配时间的兼职，打造本地校园万人在线互助平台,交互模式,校转跑腿,0,互助服务,25
章丘人论坛成立于2009年5月，立足章丘，为章丘百姓解疑答惑，服务章丘人民，是本地影响力大的论坛社区，现有注册用户40多万人，每次访问量超60万人次，深受网民拥护和爱戴。,用户数量,章丘人论坛,0,40多万,57
大美肥东（含APP、公众号、小程序等，以下简称“大美肥东”）由肥东县委宣传部主管，肥东县融媒体中心出品，肥东广电新媒体有限公司运营的综合型资讯、生活、服务类平台。~它立足肥东，以广播电视为特色，融新闻资讯、生活服务、人力资源、房产信息、互动娱乐等为一体，打造肥东第一综合门户！大美肥东内容生产，紧紧围绕党政中心、服务发展大局、聚焦社会民生、引导舆论热点、传承历史文化。~,应用平台,大美肥东,0,合型资讯、生活、服务类平台,67
柚惠券-专注于各大电商平台优惠券的免费领取！通过柚惠券app购物、外卖、团购等，可以领取到更多免费优惠券！通过柚惠券app购物、外卖、团购等，可以享受到更多超值优惠购！通过柚惠券app购物、外卖、团购等，可以拿的到更多购物返佣哦！柚惠券app，是一款涵盖购物、外卖、团购等优惠券的app！,交互模式,柚惠券,0,购物返佣,109
朕爱出行是一家专业跨城出行服务平台，拥有完好的城际交通运营资质。~率先提出了“互联网+跨城定制出行”的服务理念，将互联网、车联网技术及人工智能，创新应用于共享出行领域，在城市中为用户提供“点对点”的安全优质出行服务。~,交互模式,朕爱出行,0,享出,78
牛乐是集交友，社交，技能共享于一体的开放合作平台，汇集了游戏，娱乐，运动，专业，生活等各领域爱好者。我们提供一对一在线专人服务，只要你有热情，你也可以成为他们的一份子，一起加入进来吧！,应用平台,牛乐,0,开放合作平台,18
拓课云App是由北京拓课网络科技有限公司开发的面向老师和学生实现线上音视频互动、课件互动、文字互动及其他教学小工具互动的教学平台。最多支持24路音视频，完美地呈现了各种动态课件的教学效果。,开发者,拓课云App,0,北京拓课网络科技有限公司,8
SuSeven是一间以手机应用程式推广全球自由行旅客在旅游期间寻找合适商店，购物优惠及资讯平台。寻找：-发掘来自全球商店的优惠-查阅商店资料及位置个人档案：-收藏优惠列表-打开电子优惠卷于商店享用优惠,交互模式,SuSeven,0,购物优惠,38
TOPYSApp是由中国成立最早、最受欢迎的创意垂直网站TOPYS推出的移动端应用，是一个面向创意人、创意领域爱好者开放的创意学习平台。~你可以使用TOPYSApp随时随地查看TOPYS平台上的推荐内容，汲取每日新鲜灵感，了解创意圈热门动态，满足审美体验；还可以参与国际创意大师的精选课程，多维度启发创意思维。~,开发者,OPYSApp随,75,OPYS平,89
我做蛋糕是一款教会您制作美味的蛋糕软件！在生活中，我们都喜欢香甜可口的甜点和蛋糕，尤其是女孩和孩子们，按照步骤一步一步做出自己的蛋糕即可。非常有意思的小游戏，在此刻让我们来享受制作美味蛋糕的乐趣吧！,交互模式,我做蛋糕,0,教,7
房娃找房是集线上线下相结合的一款房产交易软件，我们主张下线个人、经纪人、开发商为主导的发展方向，始终坚持房源真实性为原则。~大力提倡线下实地看房，实地拍照的经营理念，全方位的将房源信息通过房娃的平台给用户展示。~用户线上作为参考，线下实地看房的经营流程，保证了用户的满意度。~房娃随着运营计划的提升和市场区域的拓展，将会在全国100多个城市生根发芽。~,交互模式,房娃找房,0,房产交易,16
直播助手是企鹅电竞推出的手游直播工具，为企鹅电竞主播提供移动直播一键开播能力。同时提供横竖屏选择、摄像头、隐私模式和本地录制等功能。为主播提供方便、快捷的直播工具，实现随时随地随性开播！,开发者,直播助手,0,企鹅电竞,20
乐享安逸旨在让每一个消费者都能享受乐享安逸的生活。我们这里提供淘宝、天猫、京东优惠券，这里有几十万商家，打折促销优惠，一定可以让你省钱买到想要的商品。,交互模式,乐享安逸,0,买到,67
为顺应电商时代的迅猛发展，日前，济宁市宏欣咨询管理有限公司正在积极打造旗下电商APP平台。~据项目负责人透露，该APP平台初步定名为“清丽泉”。~”清丽泉”APP旨在提高会员消费黏性，为公司会员提供各类高性价比商品购买服务，集智能导购、仓储物流、售后服务于一体,所属公司,清丽泉”,67,济宁市宏欣咨询管理有限公司,16
酷榜（原“ESang”）包含Android客户端及运动健身云平台。~酷榜运动健身云平台是专业的运动健身服务平台，提供健身方案服务、健身计划管理、运动数据管理、健身数据挖掘，体重管理及方案，提供部分产品参与返现活动。~,应用平台,酷榜,0,Android客户端,14
音乐无界是一个权威的国际音乐比赛综合平台。集音乐资讯、中外名师在线点评、音乐留学教育、国际比赛与音乐节等功能为一体，是一个为音乐老师、专业学生、艺术考生和广大音乐爱好者搭建的全方位多元化专业音乐平台。,应用平台,音乐无界,0,国际音乐比赛综合平台,10
博大医药网是经国家药品监督等行业主管部门批准的正规药品采购、批发、销售等电子商务平台，广泛加强与上游客户（整个供应链）和下游客户（分销渠道及各类药店、诊所、母婴店等终端）的密切合作。~公司的优势是全省市场网络覆盖率高，适合各类患者的高中低端品种齐、价格低。~着力打造贵州省规模最大、品种最全、效益最好的大型现代医药商贸、物流示范基地。~为广大合作伙伴提供丰富的医药健康品货源及优质高效的物流配送服务。~,交互模式,博大医药网,0,送服务。,196
